Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,OddH,OddD,OddA
2017/2018,Liga MX,13/01/2018,Lobos BUAP,Queretaro,0,2,A,,,,,,,,,,,,,,,2.02,3.54,3.35
2017/2018,Liga MX,14/01/2018,U.A.N.L.- Tigres,Santos Laguna,2,1,H,,,,,,,,,,,,,,,1.72,3.75,4.46
2017/2018,Liga MX,14/01/2018,Club Leon,Toluca,3,1,H,,,,,,,,,,,,,,,2.18,3.44,3.07
2017/2018,Liga MX,14/01/2018,Guadalajara Chivas,Cruz Azul,1,3,A,,,,,,,,,,,,,,,2.49,3.04,2.87
2017/2018,Liga MX,14/01/2018,U.N.A.M.- Pumas,Atlas,3,1,H,,,,,,,,,,,,,,,2.19,3.26,3.22
2017/2018,Liga MX,15/01/2018,Veracruz,Monterrey,0,2,A,,,,,,,,,,,,,,,4.95,3.54,1.7
2017/2018,Liga MX,20/01/2018,Puebla,Veracruz,2,0,H,,,,,,,,,,,,,,,1.73,3.4,4.96
2017/2018,Liga MX,20/01/2018,Atlas,Toluca,1,3,A,,,,,,,,,,,,,,,2.7,3.28,2.5
2017/2018,Liga MX,20/01/2018,Cruz Azul,Club Leon,0,0,D,,,,,,,,,,,,,,,1.97,3.49,3.58
2017/2018,Liga MX,20/01/2018,Queretaro,U.A.N.L.- Tigres,0,0,D,,,,,,,,,,,,,,,3.78,3.21,2.01
2017/2018,Liga MX,21/01/2018,Monterrey,Club Tijuana,0,0,D,,,,,,,,,,,,,,,1.58,3.82,5.62
2017/2018,Liga MX,21/01/2018,Pachuca,Lobos BUAP,3,1,H,,,,,,,,,,,,,,,1.75,3.75,4.29
2017/2018,Liga MX,21/01/2018,Necaxa,Guadalajara Chivas,1,3,A,,,,,,,,,,,,,,,2.79,3,2.6
2017/2018,Liga MX,21/01/2018,U.N.A.M.- Pumas,Club America,0,0,D,,,,,,,,,,,,,,,2.92,3.18,2.38
2017/2018,Liga MX,22/01/2018,Santos Laguna,Monarcas,1,0,H,,,,,,,,,,,,,,,1.91,3.65,3.61
2017/2018,Liga MX,27/01/2018,Monarcas,Queretaro,1,0,H,,,,,,,,,,,,,,,2.16,3.25,3.29
2017/2018,Liga MX,27/01/2018,Club Tijuana,Puebla,2,0,H,,,,,,,,,,,,,,,2.06,3.19,3.61
2017/2018,Liga MX,27/01/2018,Lobos BUAP,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,2.47,3.48,2.61
2017/2018,Liga MX,28/01/2018,U.A.N.L.- Tigres,Pachuca,3,2,H,,,,,,,,,,,,,,,1.78,3.52,4.37
2017/2018,Liga MX,28/01/2018,Club Leon,Necaxa,0,4,A,,,,,,,,,,,,,,,1.85,3.61,3.89
2017/2018,Liga MX,28/01/2018,Club America,Atlas,1,0,H,,,,,,,,,,,,,,,1.71,3.58,4.74
2017/2018,Liga MX,28/01/2018,Guadalajara Chivas,Monterrey,1,2,A,,,,,,,,,,,,,,,3.07,3.19,2.29
2017/2018,Liga MX,28/01/2018,Toluca,Cruz Azul,1,1,D,,,,,,,,,,,,,,,2.75,3.16,2.51
2017/2018,Liga MX,29/01/2018,Veracruz,Santos Laguna,1,1,D,,,,,,,,,,,,,,,3.07,3.29,2.25
2017/2018,Liga MX,03/02/2018,Puebla,Guadalajara Chivas,2,0,H,,,,,,,,,,,,,,,2.46,3.17,2.84
2017/2018,Liga MX,03/02/2018,Atlas,Cruz Azul,2,1,H,,,,,,,,,,,,,,,3.54,3.19,2.09
2017/2018,Liga MX,03/02/2018,Queretaro,Veracruz,0,1,A,,,,,,,,,,,,,,,2,3.08,3.98
2017/2018,Liga MX,04/02/2018,Monterrey,Club Leon,5,1,H,,,,,,,,,,,,,,,1.59,4.1,4.99
2017/2018,Liga MX,04/02/2018,Santos Laguna,Club Tijuana,0,0,D,,,,,,,,,,,,,,,2.07,3.35,3.4
2017/2018,Liga MX,04/02/2018,Pachuca,Monarcas,2,3,A,,,,,,,,,,,,,,,1.79,3.57,4.26
2017/2018,Liga MX,04/02/2018,Club America,Lobos BUAP,5,1,H,,,,,,,,,,,,,,,1.75,3.67,4.36
2017/2018,Liga MX,04/02/2018,Necaxa,Toluca,0,0,D,,,,,,,,,,,,,,,2.55,3.17,2.72
2017/2018,Liga MX,04/02/2018,U.N.A.M.- Pumas,U.A.N.L.- Tigres,2,0,H,,,,,,,,,,,,,,,3.09,3.25,2.26
2017/2018,Liga MX,10/02/2018,Monarcas,U.N.A.M.- Pumas,1,2,A,,,,,,,,,,,,,,,2.38,3.26,2.88
2017/2018,Liga MX,10/02/2018,Club Tijuana,Queretaro,0,2,A,,,,,,,,,,,,,,,1.92,3.23,4.14
2017/2018,Liga MX,10/02/2018,Cruz Azul,Necaxa,0,2,A,,,,,,,,,,,,,,,2.02,3.24,3.7
2017/2018,Liga MX,10/02/2018,Lobos BUAP,Atlas,3,1,H,,,,,,,,,,,,,,,2.17,3.44,3.1
2017/2018,Liga MX,11/02/2018,U.A.N.L.- Tigres,Club America,1,1,D,,,,,,,,,,,,,,,2.03,3.24,3.68
2017/2018,Liga MX,11/02/2018,Club Leon,Puebla,2,1,H,,,,,,,,,,,,,,,2.02,3.44,3.46
2017/2018,Liga MX,11/02/2018,Guadalajara Chivas,Santos Laguna,0,2,A,,,,,,,,,,,,,,,2.38,3.31,2.82
2017/2018,Liga MX,11/02/2018,Toluca,Monterrey,2,1,H,,,,,,,,,,,,,,,2.77,3.24,2.45
2017/2018,Liga MX,12/02/2018,Veracruz,Pachuca,0,1,A,,,,,,,,,,,,,,,2.99,3.26,2.31
2017/2018,Liga MX,14/02/2018,Atlas,Necaxa,1,1,D,,,,,,,,,,,,,,,2.97,3.09,2.4
2017/2018,Liga MX,14/02/2018,Lobos BUAP,U.A.N.L.- Tigres,0,0,D,,,,,,,,,,,,,,,3.45,3.46,2.02
2017/2018,Liga MX,14/02/2018,Club America,Monarcas,4,1,H,,,,,,,,,,,,,,,1.74,3.63,4.46
2017/2018,Liga MX,15/02/2018,Queretaro,Guadalajara Chivas,2,2,D,,,,,,,,,,,,,,,2.8,3.06,2.54
2017/2018,Liga MX,15/02/2018,Santos Laguna,Club Leon,5,1,H,,,,,,,,,,,,,,,1.85,3.77,3.7
2017/2018,Liga MX,15/02/2018,Monterrey,Cruz Azul,2,2,D,,,,,,,,,,,,,,,1.97,3.35,3.74
2017/2018,Liga MX,15/02/2018,Puebla,Toluca,2,0,H,,,,,,,,,,,,,,,2.65,3.16,2.62
2017/2018,Liga MX,15/02/2018,U.N.A.M.- Pumas,Veracruz,1,2,A,,,,,,,,,,,,,,,1.82,3.46,4.27
2017/2018,Liga MX,15/02/2018,Pachuca,Club Tijuana,2,0,H,,,,,,,,,,,,,,,1.69,3.71,4.75
2017/2018,Liga MX,17/02/2018,Monarcas,Lobos BUAP,2,1,H,,,,,,,,,,,,,,,2.12,3.48,3.18
2017/2018,Liga MX,17/02/2018,Cruz Azul,Puebla,1,1,D,,,,,,,,,,,,,,,1.85,3.34,4.3
2017/2018,Liga MX,18/02/2018,U.A.N.L.- Tigres,Atlas,2,0,H,,,,,,,,,,,,,,,1.46,4.16,6.75
2017/2018,Liga MX,18/02/2018,Club Leon,Queretaro,1,1,D,,,,,,,,,,,,,,,1.96,3.53,3.56
2017/2018,Liga MX,18/02/2018,Club Tijuana,U.N.A.M.- Pumas,4,1,H,,,,,,,,,,,,,,,2.03,3.34,3.57
2017/2018,Liga MX,18/02/2018,Necaxa,Monterrey,3,0,H,,,,,,,,,,,,,,,3.03,3.19,2.33
2017/2018,Liga MX,18/02/2018,Guadalajara Chivas,Pachuca,1,1,D,,,,,,,,,,,,,,,2.15,3.33,3.27
2017/2018,Liga MX,18/02/2018,Toluca,Santos Laguna,2,0,H,,,,,,,,,,,,,,,2.08,3.35,3.4
2017/2018,Liga MX,19/02/2018,Veracruz,Club America,1,1,D,,,,,,,,,,,,,,,3.1,3.14,2.31
2017/2018,Liga MX,24/02/2018,Atlas,Monterrey,0,1,A,,,,,,,,,,,,,,,3.88,3.4,1.92
2017/2018,Liga MX,24/02/2018,Puebla,Necaxa,1,1,D,,,,,,,,,,,,,,,2.39,3.01,3.09
2017/2018,Liga MX,24/02/2018,Lobos BUAP,Veracruz,5,0,H,,,,,,,,,,,,,,,1.92,3.45,3.8
2017/2018,Liga MX,24/02/2018,Queretaro,Toluca,0,2,A,,,,,,,,,,,,,,,3.08,3.22,2.29
2017/2018,Liga MX,25/02/2018,U.A.N.L.- Tigres,Monarcas,2,1,H,,,,,,,,,,,,,,,1.68,3.66,4.9
2017/2018,Liga MX,25/02/2018,Pachuca,Club Leon,2,1,H,,,,,,,,,,,,,,,1.88,3.82,3.61
2017/2018,Liga MX,25/02/2018,Club America,Club Tijuana,0,0,D,,,,,,,,,,,,,,,1.59,3.7,5.73
2017/2018,Liga MX,25/02/2018,U.N.A.M.- Pumas,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,2.43,3.29,2.79
2017/2018,Liga MX,26/02/2018,Santos Laguna,Cruz Azul,2,0,H,,,,,,,,,,,,,,,2.17,3.3,3.23
2017/2018,Liga MX,03/03/2018,Club Tijuana,Lobos BUAP,3,1,H,,,,,,,,,,,,,,,2.07,3.24,3.55
2017/2018,Liga MX,03/03/2018,Monarcas,Atlas,2,1,H,,,,,,,,,,,,,,,2.07,3.26,3.54
2017/2018,Liga MX,03/03/2018,Cruz Azul,Queretaro,0,1,A,,,,,,,,,,,,,,,1.73,3.47,4.92
2017/2018,Liga MX,04/03/2018,Monterrey,Puebla,1,3,A,,,,,,,,,,,,,,,1.59,3.83,5.45
2017/2018,Liga MX,04/03/2018,Club Leon,U.N.A.M.- Pumas,3,0,H,,,,,,,,,,,,,,,1.97,3.67,3.42
2017/2018,Liga MX,04/03/2018,Necaxa,Santos Laguna,1,2,A,,,,,,,,,,,,,,,2.37,3.17,2.97
2017/2018,Liga MX,04/03/2018,Guadalajara Chivas,Club America,1,1,D,,,,,,,,,,,,,,,2.85,3.07,2.51
2017/2018,Liga MX,04/03/2018,Toluca,Pachuca,2,1,H,,,,,,,,,,,,,,,2.08,3.37,3.39
2017/2018,Liga MX,05/03/2018,Veracruz,U.A.N.L.- Tigres,0,2,A,,,,,,,,,,,,,,,3.69,3.26,2.02
2017/2018,Liga MX,10/03/2018,Monarcas,Veracruz,2,0,H,,,,,,,,,,,,,,,1.82,3.46,4.28
2017/2018,Liga MX,10/03/2018,Atlas,Puebla,1,0,H,,,,,,,,,,,,,,,2.73,3.04,2.65
2017/2018,Liga MX,10/03/2018,Cruz Azul,Pachuca,5,0,H,,,,,,,,,,,,,,,2.03,3.28,3.62
2017/2018,Liga MX,10/03/2018,Lobos BUAP,Guadalajara Chivas,0,1,A,,,,,,,,,,,,,,,2.24,3.35,3.07
2017/2018,Liga MX,10/03/2018,Queretaro,Necaxa,1,1,D,,,,,,,,,,,,,,,2.63,3.06,2.74
2017/2018,Liga MX,11/03/2018,U.A.N.L.- Tigres,Club Tijuana,1,0,H,,,,,,,,,,,,,,,1.64,3.62,5.45
2017/2018,Liga MX,11/03/2018,Club America,Club Leon,2,0,H,,,,,,,,,,,,,,,1.67,3.79,4.83
2017/2018,Liga MX,11/03/2018,U.N.A.M.- Pumas,Toluca,0,1,A,,,,,,,,,,,,,,,2.95,3.3,2.32
2017/2018,Liga MX,12/03/2018,Santos Laguna,Monterrey,3,2,H,,,,,,,,,,,,,,,2.45,3.28,2.77
2017/2018,Liga MX,17/03/2018,Puebla,Santos Laguna,0,1,A,,,,,,,,,,,,,,,2.41,3.17,2.93
2017/2018,Liga MX,17/03/2018,Club Tijuana,Monarcas,1,1,D,,,,,,,,,,,,,,,1.87,3.36,4.16
2017/2018,Liga MX,17/03/2018,Cruz Azul,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,1.71,3.62,4.75
2017/2018,Liga MX,18/03/2018,Monterrey,Queretaro,3,1,H,,,,,,,,,,,,,,,1.49,4.16,6.24
2017/2018,Liga MX,18/03/2018,Club Leon,Lobos BUAP,2,2,D,,,,,,,,,,,,,,,1.9,3.69,3.62
2017/2018,Liga MX,18/03/2018,Club America,Toluca,1,2,A,,,,,,,,,,,,,,,2.2,3.2,3.26
2017/2018,Liga MX,18/03/2018,Necaxa,Pachuca,1,1,D,,,,,,,,,,,,,,,2.26,3.2,3.16
2017/2018,Liga MX,18/03/2018,Guadalajara Chivas,U.A.N.L.- Tigres,0,0,D,,,,,,,,,,,,,,,2.68,3.09,2.64
2017/2018,Liga MX,19/03/2018,Veracruz,Atlas,3,1,H,,,,,,,,,,,,,,,2.41,3.08,2.99
2017/2018,Liga MX,31/03/2018,Monarcas,Guadalajara Chivas,1,2,A,,,,,,,,,,,,,,,2.37,3.2,2.96
2017/2018,Liga MX,31/03/2018,Atlas,Santos Laguna,3,2,H,,,,,,,,,,,,,,,3.54,3.33,2.05
2017/2018,Liga MX,01/04/2018,Lobos BUAP,Toluca,1,2,A,,,,,,,,,,,,,,,2.88,3.45,2.3
2017/2018,Liga MX,01/04/2018,Queretaro,Puebla,2,1,H,,,,,,,,,,,,,,,2.57,2.97,2.88
2017/2018,Liga MX,01/04/2018,U.A.N.L.- Tigres,Club Leon,4,1,H,,,,,,,,,,,,,,,1.58,4.01,5.25
2017/2018,Liga MX,01/04/2018,Pachuca,Monterrey,1,2,A,,,,,,,,,,,,,,,2.65,3.35,2.51
2017/2018,Liga MX,01/04/2018,Club America,Cruz Azul,2,1,H,,,,,,,,,,,,,,,2.31,3.1,3.16
2017/2018,Liga MX,01/04/2018,U.N.A.M.- Pumas,Necaxa,1,1,D,,,,,,,,,,,,,,,2.37,3.19,2.96
2017/2018,Liga MX,02/04/2018,Veracruz,Club Tijuana,1,0,H,,,,,,,,,,,,,,,2.86,3.07,2.52
2017/2018,Liga MX,07/04/2018,Puebla,Pachuca,2,6,A,,,,,,,,,,,,,,,2.29,3.23,3.09
2017/2018,Liga MX,07/04/2018,Club Tijuana,Atlas,2,2,D,,,,,,,,,,,,,,,1.59,3.78,5.7
2017/2018,Liga MX,07/04/2018,Cruz Azul,Lobos BUAP,1,0,H,,,,,,,,,,,,,,,1.76,3.65,4.38
2017/2018,Liga MX,08/04/2018,Monterrey,U.N.A.M.- Pumas,2,1,H,,,,,,,,,,,,,,,1.43,4.52,6.66
2017/2018,Liga MX,08/04/2018,Club Leon,Monarcas,2,3,A,,,,,,,,,,,,,,,1.86,3.72,3.73
2017/2018,Liga MX,08/04/2018,Necaxa,Club America,1,1,D,,,,,,,,,,,,,,,2.66,3.12,2.66
2017/2018,Liga MX,08/04/2018,Guadalajara Chivas,Veracruz,0,1,A,,,,,,,,,,,,,,,1.81,3.48,4.3
2017/2018,Liga MX,08/04/2018,Toluca,U.A.N.L.- Tigres,1,0,H,,,,,,,,,,,,,,,2.41,3.11,2.99
2017/2018,Liga MX,09/04/2018,Santos Laguna,Queretaro,3,0,H,,,,,,,,,,,,,,,1.63,3.72,5.25
2017/2018,Liga MX,14/04/2018,Atlas,Queretaro,1,0,H,,,,,,,,,,,,,,,2.32,2.96,3.29
2017/2018,Liga MX,14/04/2018,Club Tijuana,Guadalajara Chivas,3,0,H,,,,,,,,,,,,,,,1.52,3.92,6.28
2017/2018,Liga MX,14/04/2018,Lobos BUAP,Necaxa,0,1,A,,,,,,,,,,,,,,,2.25,3.29,3.1
2017/2018,Liga MX,15/04/2018,U.A.N.L.- Tigres,Cruz Azul,2,2,D,,,,,,,,,,,,,,,1.88,3.38,4.12
2017/2018,Liga MX,15/04/2018,Pachuca,Santos Laguna,3,1,H,,,,,,,,,,,,,,,2.25,3.47,2.96
2017/2018,Liga MX,15/04/2018,Monarcas,Toluca,0,1,A,,,,,,,,,,,,,,,3,3.24,2.32
2017/2018,Liga MX,15/04/2018,Club America,Monterrey,0,0,D,,,,,,,,,,,,,,,2.38,3.23,2.93
2017/2018,Liga MX,15/04/2018,U.N.A.M.- Pumas,Puebla,4,2,H,,,,,,,,,,,,,,,2.15,3.28,3.31
2017/2018,Liga MX,16/04/2018,Veracruz,Club Leon,1,2,A,,,,,,,,,,,,,,,2.36,3.34,2.86
2017/2018,Liga MX,21/04/2018,Puebla,Club America,3,1,H,,,,,,,,,,,,,,,3.47,3.29,2.08
2017/2018,Liga MX,21/04/2018,Atlas,Guadalajara Chivas,1,0,H,,,,,,,,,,,,,,,2.03,3.28,3.61
2017/2018,Liga MX,21/04/2018,Cruz Azul,Monarcas,2,0,H,,,,,,,,,,,,,,,1.84,3.53,4.14
2017/2018,Liga MX,21/04/2018,Queretaro,Pachuca,0,0,D,,,,,,,,,,,,,,,2.96,3.31,2.32
2017/2018,Liga MX,22/04/2018,Monterrey,Lobos BUAP,4,0,H,,,,,,,,,,,,,,,1.51,4.38,5.56
2017/2018,Liga MX,22/04/2018,Club Leon,Club Tijuana,1,1,D,,,,,,,,,,,,,,,2.15,3.45,3.15
2017/2018,Liga MX,22/04/2018,Necaxa,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,2.76,3.12,2.58
2017/2018,Liga MX,22/04/2018,Toluca,Veracruz,3,0,H,,,,,,,,,,,,,,,1.41,4.35,7.65
2017/2018,Liga MX,23/04/2018,Santos Laguna,U.N.A.M.- Pumas,1,2,A,,,,,,,,,,,,,,,1.81,3.75,3.99
2017/2018,Liga MX,28/04/2018,Monarcas,Necaxa,2,2,D,,,,,,,,,,,,,,,2.42,3.26,2.83
2017/2018,Liga MX,28/04/2018,Club Tijuana,Toluca,1,0,H,,,,,,,,,,,,,,,1.56,3.81,5.87
2017/2018,Liga MX,28/04/2018,Lobos BUAP,Puebla,0,1,A,,,,,,,,,,,,,,,2.91,3.55,2.23
2017/2018,Liga MX,29/04/2018,U.A.N.L.- Tigres,Monterrey,2,2,D,,,,,,,,,,,,,,,2.31,3.11,3.15
2017/2018,Liga MX,29/04/2018,Pachuca,Atlas,0,0,D,,,,,,,,,,,,,,,1.43,4.45,6.7
2017/2018,Liga MX,29/04/2018,Club America,Santos Laguna,1,0,H,,,,,,,,,,,,,,,1.97,3.5,3.6
2017/2018,Liga MX,29/04/2018,Guadalajara Chivas,Club Leon,0,2,A,,,,,,,,,,,,,,,2.42,3.37,2.76
2017/2018,Liga MX,29/04/2018,U.N.A.M.- Pumas,Queretaro,1,1,D,,,,,,,,,,,,,,,1.62,3.75,5.38
2017/2018,Liga MX,30/04/2018,Veracruz,Cruz Azul,1,2,A,,,,,,,,,,,,,,,3.37,3.37,2.09
2018-2019,Liga MX,05/01/2019,Monarcas,Toluca,1,3,A,,,,,,,,,,,,,,,2.86,3.31,2.39
2018-2019,Liga MX,05/01/2019,Puebla,Cruz Azul,1,1,D,,,,,,,,,,,,,,,3.33,3.15,2.21
2018-2019,Liga MX,05/01/2019,Queretaro,Atlas,1,2,A,,,,,,,,,,,,,,,2.37,3.1,3.06
2018-2019,Liga MX,05/01/2019,Monterrey,Pachuca,5,0,H,,,,,,,,,,,,,,,1.71,3.69,4.66
2018-2019,Liga MX,06/01/2019,Club Leon,U.A.N.L.- Tigres,2,2,D,,,,,,,,,,,,,,,3.1,3.15,2.32
2018-2019,Liga MX,06/01/2019,Guadalajara Chivas,Club Tijuana,2,0,H,,,,,,,,,,,,,,,2.1,3.18,3.59
2018-2019,Liga MX,06/01/2019,U.N.A.M.- Pumas,Veracruz,0,0,D,,,,,,,,,,,,,,,1.45,4.33,6.56
2018-2019,Liga MX,06/01/2019,Lobos BUAP,Santos Laguna,2,0,H,,,,,,,,,,,,,,,2.88,3.28,2.39
2018-2019,Liga MX,12/01/2019,Veracruz,Lobos BUAP,0,1,A,,,,,,,,,,,,,,,2.78,3.2,2.51
2018-2019,Liga MX,12/01/2019,Atlas,Club America,1,2,A,,,,,,,,,,,,,,,3.81,3.37,1.96
2018-2019,Liga MX,12/01/2019,Monterrey,Club Leon,2,2,D,,,,,,,,,,,,,,,1.63,3.84,5.07
2018-2019,Liga MX,13/01/2019,Cruz Azul,Guadalajara Chivas,0,1,A,,,,,,,,,,,,,,,1.99,3.06,4.16
2018-2019,Liga MX,13/01/2019,Pachuca,Queretaro,3,0,H,,,,,,,,,,,,,,,1.67,3.94,4.64
2018-2019,Liga MX,13/01/2019,Club Tijuana,U.A.N.L.- Tigres,0,3,A,,,,,,,,,,,,,,,3.33,3.1,2.24
2018-2019,Liga MX,13/01/2019,Necaxa,U.N.A.M.- Pumas,2,1,H,,,,,,,,,,,,,,,2.46,3.15,2.89
2018-2019,Liga MX,13/01/2019,Toluca,Puebla,2,0,H,,,,,,,,,,,,,,,1.71,3.64,4.75
2018-2019,Liga MX,14/01/2019,Santos Laguna,Monarcas,1,0,H,,,,,,,,,,,,,,,1.81,3.71,4.03
2018-2019,Liga MX,19/01/2019,Monarcas,Veracruz,2,0,H,,,,,,,,,,,,,,,1.61,3.98,5.06
2018-2019,Liga MX,19/01/2019,Puebla,Santos Laguna,1,1,D,,,,,,,,,,,,,,,2.86,3.1,2.51
2018-2019,Liga MX,19/01/2019,Queretaro,Monterrey,1,2,A,,,,,,,,,,,,,,,4.76,3.68,1.7
2018-2019,Liga MX,20/01/2019,Club America,Pachuca,3,0,H,,,,,,,,,,,,,,,1.79,3.58,4.32
2018-2019,Liga MX,20/01/2019,U.A.N.L.- Tigres,Cruz Azul,0,1,A,,,,,,,,,,,,,,,1.82,3.37,4.51
2018-2019,Liga MX,20/01/2019,U.N.A.M.- Pumas,Atlas,2,2,D,,,,,,,,,,,,,,,2.01,3.27,3.75
2018-2019,Liga MX,20/01/2019,Lobos BUAP,Necaxa,2,3,A,,,,,,,,,,,,,,,2.34,3.09,3.14
2018-2019,Liga MX,21/01/2019,Guadalajara Chivas,Toluca,1,0,H,,,,,,,,,,,,,,,2.45,3.09,2.95
2018-2019,Liga MX,21/01/2019,Club Leon,Club Tijuana,0,1,A,,,,,,,,,,,,,,,1.81,3.63,4.11
2018-2019,Liga MX,26/01/2019,Veracruz,Puebla,0,1,A,,,,,,,,,,,,,,,3.03,3.07,2.41
2018-2019,Liga MX,26/01/2019,Atlas,Lobos BUAP,3,1,H,,,,,,,,,,,,,,,2.03,3.27,3.71
2018-2019,Liga MX,26/01/2019,Cruz Azul,Club Tijuana,1,0,H,,,,,,,,,,,,,,,1.64,3.67,5.4
2018-2019,Liga MX,26/01/2019,Monterrey,Club America,3,2,H,,,,,,,,,,,,,,,2.09,3.3,3.49
2018-2019,Liga MX,27/01/2019,Pachuca,U.N.A.M.- Pumas,1,0,H,,,,,,,,,,,,,,,1.94,3.47,3.77
2018-2019,Liga MX,27/01/2019,Necaxa,Monarcas,0,0,D,,,,,,,,,,,,,,,2.07,3.41,3.43
2018-2019,Liga MX,27/01/2019,Toluca,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,2.71,3.06,2.66
2018-2019,Liga MX,27/01/2019,Queretaro,Club Leon,0,4,A,,,,,,,,,,,,,,,2.98,3.27,2.34
2018-2019,Liga MX,28/01/2019,Santos Laguna,Guadalajara Chivas,1,0,H,,,,,,,,,,,,,,,2.05,3.25,3.64
2018-2019,Liga MX,02/02/2019,Monarcas,Atlas,1,2,A,,,,,,,,,,,,,,,2.41,3.27,2.82
2018-2019,Liga MX,02/02/2019,Puebla,Necaxa,1,4,A,,,,,,,,,,,,,,,2.55,3.07,2.79
2018-2019,Liga MX,02/02/2019,Club America,Queretaro,2,0,H,,,,,,,,,,,,,,,1.44,4.23,6.98
2018-2019,Liga MX,03/02/2019,Club Leon,Cruz Azul,2,0,H,,,,,,,,,,,,,,,2.25,3.15,3.19
2018-2019,Liga MX,03/02/2019,U.A.N.L.- Tigres,Santos Laguna,2,1,H,,,,,,,,,,,,,,,1.74,3.54,4.6
2018-2019,Liga MX,03/02/2019,Club Tijuana,Toluca,2,0,H,,,,,,,,,,,,,,,2.48,3.16,2.8
2018-2019,Liga MX,03/02/2019,U.N.A.M.- Pumas,Monterrey,1,1,D,,,,,,,,,,,,,,,3.45,3.37,2.05
2018-2019,Liga MX,03/02/2019,Lobos BUAP,Pachuca,1,1,D,,,,,,,,,,,,,,,3.26,3.47,2.08
2018-2019,Liga MX,05/02/2019,Guadalajara Chivas,Veracruz,0,0,D,,,,,,,,,,,,,,,1.42,4.22,7.46
2018-2019,Liga MX,09/02/2019,Veracruz,U.A.N.L.- Tigres,0,2,A,,,,,,,,,,,,,,,6.77,4.26,1.45
2018-2019,Liga MX,09/02/2019,Atlas,Puebla,1,2,A,,,,,,,,,,,,,,,1.91,3.41,3.9
2018-2019,Liga MX,09/02/2019,Monterrey,Lobos BUAP,4,0,H,,,,,,,,,,,,,,,1.3,5.36,8.52
2018-2019,Liga MX,09/02/2019,Queretaro,U.N.A.M.- Pumas,0,2,A,,,,,,,,,,,,,,,2.65,3.23,2.59
2018-2019,Liga MX,10/02/2019,Club America,Club Leon,0,3,A,,,,,,,,,,,,,,,1.98,3.32,3.77
2018-2019,Liga MX,10/02/2019,Pachuca,Monarcas,2,0,H,,,,,,,,,,,,,,,1.69,3.81,4.59
2018-2019,Liga MX,10/02/2019,Necaxa,Guadalajara Chivas,3,3,D,,,,,,,,,,,,,,,2.63,3,2.76
2018-2019,Liga MX,10/02/2019,Toluca,Cruz Azul,1,1,D,,,,,,,,,,,,,,,2.37,3.08,3.06
2018-2019,Liga MX,11/02/2019,Santos Laguna,Club Tijuana,1,1,D,,,,,,,,,,,,,,,2.2,3.13,3.33
2018-2019,Liga MX,16/02/2019,Monarcas,Monterrey,2,3,A,,,,,,,,,,,,,,,4.48,3.94,1.68
2018-2019,Liga MX,16/02/2019,Puebla,Pachuca,1,1,D,,,,,,,,,,,,,,,3.38,3.31,2.11
2018-2019,Liga MX,16/02/2019,Club Tijuana,Veracruz,3,0,H,,,,,,,,,,,,,,,1.46,4.06,7.08
2018-2019,Liga MX,16/02/2019,Cruz Azul,Santos Laguna,1,2,A,,,,,,,,,,,,,,,1.86,3.33,4.23
2018-2019,Liga MX,17/02/2019,Club Leon,Toluca,3,0,H,,,,,,,,,,,,,,,2.17,3.38,3.16
2018-2019,Liga MX,17/02/2019,U.A.N.L.- Tigres,Necaxa,3,2,H,,,,,,,,,,,,,,,1.44,4.19,7
2018-2019,Liga MX,17/02/2019,Guadalajara Chivas,Atlas,3,0,H,,,,,,,,,,,,,,,2.1,3.2,3.52
2018-2019,Liga MX,17/02/2019,U.N.A.M.- Pumas,Club America,1,0,H,,,,,,,,,,,,,,,3.4,3.36,2.07
2018-2019,Liga MX,17/02/2019,Lobos BUAP,Queretaro,3,1,H,,,,,,,,,,,,,,,2.22,3.18,3.21
2018-2019,Liga MX,23/02/2019,Atlas,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,3.59,3.33,2.01
2018-2019,Liga MX,23/02/2019,Veracruz,Cruz Azul,1,1,D,,,,,,,,,,,,,,,5.42,3.61,1.63
2018-2019,Liga MX,23/02/2019,Queretaro,Monarcas,3,0,H,,,,,,,,,,,,,,,2.43,3.21,2.82
2018-2019,Liga MX,24/02/2019,Club America,Lobos BUAP,3,0,H,,,,,,,,,,,,,,,1.39,4.74,6.92
2018-2019,Liga MX,24/02/2019,Monterrey,Puebla,0,0,D,,,,,,,,,,,,,,,1.37,4.58,7.72
2018-2019,Liga MX,24/02/2019,Necaxa,Club Tijuana,1,2,A,,,,,,,,,,,,,,,2.27,3.2,3.1
2018-2019,Liga MX,24/02/2019,Pachuca,Guadalajara Chivas,3,1,H,,,,,,,,,,,,,,,2.2,3.21,3.23
2018-2019,Liga MX,24/02/2019,U.N.A.M.- Pumas,Club Leon,1,3,A,,,,,,,,,,,,,,,2.7,3.3,2.49
